Name,Province,Climate ID,Station ID,WMO ID,TC ID,Latitude (Decimal Degrees),Longitude (Decimal Degrees),Latitude,Longitude,Elevation (m),First Year,Last Year,HLY First Year,HLY Last Year,DLY First Year,DLY Last Year,MLY First Year,MLY Last Year
CAMPBELL RIVER,BRITISH COLUMBIA,1021260,144,,,50.02,-125.3,500100000,-1251800000,79.2,1936,1969,,,1936.0,1969.0,1936.0,1969.0
CAMPBELL RIVER A,BRITISH COLUMBIA,1021261,145,,YBL,49.95,-125.27,495707000,-1251623000,108.8,1965,2019,1979.0,2013.0,1965.0,2019.0,1965.0,2007.0
CAMPBELL RIVER BCFS,BRITISH COLUMBIA,1021262,146,,,50.07,-125.32,500400000,-1251900000,128.0,1969,1982,,,1969.0,1982.0,1969.0,1982.0
CAMPBELL RIVER BCHPA GEN,BRITISH COLUMBIA,1021263,147,,,50.05,-125.32,500300000,-1251900000,30.5,1972,1982,,,1972.0,1982.0,1972.0,1982.0
CAMPBELL R LAKEVIEW FC,BRITISH COLUMBIA,1021264,148,,,50.2,-125.55,501200000,-1253300000,198.1,1970,1973,,,1970.0,1973.0,1970.0,1973.0
CAMPBELL RIVER STP,BRITISH COLUMBIA,1021265,149,,,50.02,-125.23,500100000,-1251400000,3.0,1982,1996,,,1982.0,1996.0,1982.0,1996.0
CAMPBELL RIVER SURFSIDE,BRITISH COLUMBIA,1021266,150,,,49.95,-125.21,495642000,-1251227000,9.0,1981,2015,,,1981.0,2015.0,1981.0,2007.0
CAMPBELL RIVER A,BRITISH COLUMBIA,1021267,51317,,YBL,49.95,-125.27,495707000,-1251623000,108.8,2013,2019,2013.0,2019.0,,,,
CAMPBELL RIVER A,BRITISH COLUMBIA,1021270,52979,,YBL,49.95,-125.27,495707000,-1251623000,108.8,2014,2019,2014.0,2019.0,2018.0,2019.0,,
CAPE LAZO,BRITISH COLUMBIA,1021320,151,,,49.7,-124.87,494200000,-1245200000,38.1,1935,1962,,,1935.0,1962.0,1935.0,1962.0
CAPE MUDGE,BRITISH COLUMBIA,1021330,152,,WAD,50.0,-125.2,495954500,-1251143700,4.6,1978,2019,1994.0,2001.0,1978.0,2019.0,1978.0,2007.0
CAPE MUDGE CS,BRITISH COLUMBIA,1021332,27382,,WYA,50.0,-125.2,500000000,-1251200000,4.0,1998,1998,1998.0,1998.0,,,,
CHATHAM POINT,BRITISH COLUMBIA,1021480,153,,WFM,50.33,-125.45,501959500,-1252644000,22.9,1958,2019,1994.0,2001.0,1958.0,2019.0,1958.0,2007.0
CHROME ISLAND,BRITISH COLUMBIA,1021500,51678,,,49.47,-124.68,492820007,-1244059009,10.0,2013,2019,,,2013.0,2019.0,,
CHROME ISLAND,BRITISH COLUMBIA,1021616,27289,,WOG,49.47,-124.68,492800000,-1244100000,11.3,1997,1998,1997.0,1998.0,1998.0,1998.0,,
COAL HARBOUR RUPERT IN,BRITISH COLUMBIA,1021737,154,,,50.6,-127.5,503600000,-1273000000,57.3,1968,1996,,,1968.0,1996.0,1968.0,1996.0
COMOX A,BRITISH COLUMBIA,1021830,155,71893.0,YQQ,49.72,-124.9,494300000,-1245400000,25.6,1944,2019,1953.0,2019.0,1944.0,2019.0,1944.0,2017.0
COMOX PCC,BRITISH COLUMBIA,1021838,156,,,49.69,-125.03,494110000,-1250159000,11.9,1984,2005,,,1984.0,2005.0,1984.0,2005.0
COOMBS,BRITISH COLUMBIA,1021850,157,,,49.31,-124.43,491821000,-1242545000,98.1,1960,2010,,,1960.0,2010.0,1960.0,2007.0
CORTES ISLAND,BRITISH COLUMBIA,1021950,158,,,50.08,-125.03,500500000,-1250200000,6.1,1947,1995,,,1947.0,1995.0,1947.0,1995.0
CORTES ISL SUTIL POINT,BRITISH COLUMBIA,1021958,159,,,50.02,-124.98,500100000,-1245900000,15.2,1973,1986,,,1973.0,1986.0,1973.0,1986.0
CORTES ISLAND TIBER BAY,BRITISH COLUMBIA,1021960,160,,,50.07,-124.95,500417000,-1245658000,15.0,1960,2019,,,1960.0,2019.0,1960.0,2007.0
COURTENAY GRANTHAM,BRITISH COLUMBIA,1021988,161,,,49.76,-125.0,494547007,-1245957003,81.0,1960,2018,,,1960.0,2018.0,1960.0,2007.0
COURTENAY PUNTLEDGE,BRITISH COLUMBIA,1021989,162,,,49.69,-125.03,494111190,-1250157963,40.0,1984,2019,,,1984.0,2019.0,1984.0,2007.0
COURTENAY PUNTLEDGE BCHP,BRITISH COLUMBIA,1021990,163,,,49.68,-125.03,494100000,-1250200000,24.4,1921,1964,,,1921.0,1964.0,1921.0,1964.0
COURTENAY SANDWICK,BRITISH COLUMBIA,1021994,164,,,49.7,-124.97,494200000,-1245800000,76.0,1989,1993,,,1989.0,1993.0,1989.0,1993.0
CUMBERLAND,BRITISH COLUMBIA,1022250,165,,,49.62,-125.03,493700000,-1250200000,159.4,1893,1977,,,1893.0,1977.0,1893.0,1977.0
DENMAN ISLAND,BRITISH COLUMBIA,1022430,166,,,49.52,-124.78,493100000,-1244700000,13.5,1906,1993,,,1906.0,1993.0,1906.0,1993.0
DENMAN ISLAND EAST SHORE,BRITISH COLUMBIA,1022433,167,,,49.52,-124.74,493100000,-1244431200,13.0,1987,1989,,,1987.0,1989.0,1987.0,1989.0
DENMAN ISLAND 2,BRITISH COLUMBIA,1022436,168,,,49.55,-124.8,493300000,-1244800000,92.0,1989,1996,,,1989.0,1996.0,1989.0,1996.0
DUNCAN BAY,BRITISH COLUMBIA,1022560,169,,,50.07,-125.28,500400000,-1251700000,11.0,1957,1994,,,1957.0,1994.0,1957.0,1994.0
DUNCAN GLENORA,BRITISH COLUMBIA,1022571,26990,,,48.76,-123.77,484521070,-1234555040,84.0,1994,2010,,,1994.0,2010.0,1994.0,2007.0
ENTRANCE ISLAND,BRITISH COLUMBIA,1022688,170,,,49.2,-123.8,491200000,-1234800000,3.3,1914,1918,,,1914.0,1918.0,1914.0,1918.0
ENTRANCE ISLAND,BRITISH COLUMBIA,1022689,29411,71772.0,WEL,49.21,-123.81,491231195,-1234838001,7.6,1992,2019,1994.0,2019.0,1992.0,2019.0,1992.0,2006.0
FANNY ISLAND,BRITISH COLUMBIA,1022795,29733,71568.0,XFA,50.45,-125.99,502712663,-1255934425,5.2,2000,2019,2000.0,2019.0,2000.0,2019.0,2000.0,2007.0
FRENCH CREEK,BRITISH COLUMBIA,1023037,171,,,49.35,-124.37,492100000,-1242200000,38.1,1892,1903,,,1892.0,1903.0,1892.0,1903.0
GABRIOLA ISLAND,BRITISH COLUMBIA,1023042,172,,,49.15,-123.73,490914000,-1234401000,46.0,1967,2017,,,1967.0,2017.0,1967.0,2007.0
HERIOT BAY SE,BRITISH COLUMBIA,1023462,173,,,50.1,-125.2,500557964,-1251212190,17.0,1984,2019,,,1984.0,2019.0,1984.0,2007.0
HILLIERS,BRITISH COLUMBIA,1023471,174,,,49.3,-124.5,491800000,-1243000000,150.0,1987,1988,,,1987.0,1988.0,1987.0,1988.0
HORNBY ISLAND,BRITISH COLUMBIA,1023590,175,,,49.53,-124.6,493200000,-1243600000,6.1,1907,1970,,,1907.0,1970.0,1907.0,1970.0
KELSEY BAY,BRITISH COLUMBIA,1024005,176,,,50.38,-125.95,502300000,-1255700000,4.9,1954,1956,,,1954.0,1956.0,1954.0,1956.0
LADYSMITH,BRITISH COLUMBIA,1024485,177,,,48.95,-123.65,485700000,-1233900000,24.4,1913,1923,,,1913.0,1923.0,1913.0,1923.0
LASQUETI ISLAND,BRITISH COLUMBIA,1024590,178,,,49.5,-124.33,493000000,-1242000000,4.6,1950,1954,,,1950.0,1954.0,1950.0,1954.0
LAZO,BRITISH COLUMBIA,1024592,179,,,49.73,-124.9,494400000,-1245400000,3.7,1914,1927,,,1914.0,1927.0,1914.0,1927.0
LITTLE QUALICUM,BRITISH COLUMBIA,1024637,180,,,49.35,-124.78,492100000,-1244700000,186.5,1908,1921,,,1908.0,1921.0,1908.0,1921.0
LITTLE QUALICUM HATCHERY,BRITISH COLUMBIA,1024638,181,,,49.35,-124.51,492110000,-1243044000,30.0,1981,2019,,,1981.0,2019.0,1981.0,2007.0
LITTLE QUALICUM R ESTY,BRITISH COLUMBIA,1024639,182,,,49.37,-124.48,492200000,-1242900000,1.5,1974,1974,,,1974.0,1974.0,1974.0,1974.0
LITTLE QUALICUM RIVER GANSKE ROAD,BRITISH COLUMBIA,1024642,183,,,49.37,-124.5,492200000,-1243000000,42.0,1987,1992,,,1987.0,1992.0,1987.0,1992.0
MT WASHINGTON,BRITISH COLUMBIA,1025230,46567,,VOJ,49.75,-125.29,494448100,-1251713900,1473.5,2007,2010,2007.0,2010.0,2007.0,2010.0,,
MT WASHINGTON RESORT,BRITISH COLUMBIA,1025234,185,,,49.75,-125.29,494449000,-1251727000,1197.0,1979,1999,,,1979.0,1999.0,1980.0,1999.0
MT WASHINGTON UPPER,BRITISH COLUMBIA,1025237,186,,,49.75,-125.29,494500000,-1251728000,1450.0,1990,1999,,,1990.0,1999.0,1990.0,1999.0
MUD BAY,BRITISH COLUMBIA,1025240,187,,,49.47,-124.79,492815000,-1244739000,4.0,1971,2015,,,1971.0,2015.0,1971.0,2007.0
MYRA CREEK,BRITISH COLUMBIA,1025254,188,,,49.58,-125.61,493432020,-1253621010,353.9,1979,2015,,,1979.0,2015.0,1979.0,2007.0
NANAIMO,BRITISH COLUMBIA,1025340,191,,,49.18,-123.97,491100000,-1235800000,70.1,1892,1968,,,1892.0,1968.0,1892.0,1968.0
NANAIMO A,BRITISH COLUMBIA,1025365,52941,,YCD,49.05,-123.87,490316000,-1235212000,28.0,2014,2019,2014.0,2019.0,2018.0,2019.0,,
NANAIMO A,BRITISH COLUMBIA,1025369,51318,,YCD,49.05,-123.87,490316000,-1235212000,28.0,2013,2019,2013.0,2019.0,2016.0,2019.0,,
NANAIMO A,BRITISH COLUMBIA,1025370,192,,YCD,49.05,-123.87,490316000,-1235212000,28.04,1947,2016,1954.0,2013.0,1947.0,2016.0,1947.0,2007.0
NANAIMO WATER RESERVOIR,BRITISH COLUMBIA,1025371,193,,,49.15,-123.97,490900000,-1235800000,114.3,1962,1967,,,1962.0,1967.0,1962.0,1967.0
NANOOSE BAY,BRITISH COLUMBIA,1025375,194,,,49.28,-124.18,491700000,-1241100000,82.0,1912,1989,,,1912.0,1989.0,1912.0,1989.0
NANOOSE BAY AUTO,BRITISH COLUMBIA,1025376,52058,,VNB,49.27,-124.15,491558030,-1240905070,5.0,2014,2015,2014.0,2015.0,,,,
NANOOSE BAY SOUTH,BRITISH COLUMBIA,1025377,195,,,49.25,-124.18,491506080,-1241038040,111.0,1988,2007,,,1988.0,2007.0,1988.0,2007.0
NANAIMO CITY YARD,BRITISH COLUMBIA,10253G0,189,,,49.2,-123.99,491156932,-1235916262,114.0,1981,2019,,,1981.0,2019.0,1981.0,2007.0
NANAIMO CHUB,BRITISH COLUMBIA,10253P0,190,,,49.17,-123.93,491000000,-1235600000,21.3,1969,1977,,,1969.0,1977.0,1969.0,1977.0
OYSTER RIVER UBC,BRITISH COLUMBIA,1025915,196,,,49.88,-125.13,495300000,-1250800000,10.7,1967,2006,,,1967.0,2006.0,1967.0,2006.0
PARKSVILLE,BRITISH COLUMBIA,1025970,197,,,49.3,-124.3,491800000,-1241800000,82.3,1915,1960,,,1915.0,1960.0,1915.0,1960.0
PARKSVILLE NORTHWEST,BRITISH COLUMBIA,1025975,198,,,49.33,-124.33,492000000,-1242000000,30.5,1961,1965,,,1961.0,1965.0,1961.0,1965.0
PARKSVILLE SOUTH,BRITISH COLUMBIA,1025977,199,,,49.33,-124.3,492000000,-1241800000,0.9,1967,1993,,,1967.0,1993.0,1967.0,1993.0
NANAIMO DEPARTURE BAY,BRITISH COLUMBIA,1025C70,184,,,49.22,-123.95,491300000,-1235700000,7.6,1913,1992,,,1913.0,1992.0,1913.0,1992.0
PINE ISLAND,BRITISH COLUMBIA,1026170,200,,WPI,50.98,-127.73,505833010,-1274341040,28.0,1984,2018,1994.0,2001.0,1984.0,2018.0,1984.0,2007.0
PORT HARDY,BRITISH COLUMBIA,1026266,201,,,50.67,-127.48,504000000,-1272900000,3.0,1928,1944,,,1928.0,1944.0,1928.0,1944.0
PORT HARDY A,BRITISH COLUMBIA,1026270,202,71109.0,YZT,50.68,-127.37,504049000,-1272158000,21.6,1944,2013,1953.0,2013.0,1944.0,2013.0,1944.0,2013.0
PORT HARDY A,BRITISH COLUMBIA,1026271,51319,71109.0,YZT,50.68,-127.37,504050000,-1272200000,21.6,2013,2019,2013.0,2019.0,2013.0,2019.0,,
PORT HARDY BEAVER HR,BRITISH COLUMBIA,1026274,203,,,50.72,-127.43,504300000,-1272600000,4.6,1959,1975,,,1959.0,1975.0,1959.0,1975.0
PORT MCNEILL,BRITISH COLUMBIA,1026323,204,,,50.58,-127.08,503500000,-1270500000,91.4,1974,1983,,,1974.0,1983.0,1974.0,1982.0
QUADRA ISLAND,BRITISH COLUMBIA,1026560,205,,,50.18,-125.18,501100000,-1251100000,31.1,1983,1984,,,1983.0,1984.0,1983.0,1984.0
QUALICUM BEACH AIRPORT,BRITISH COLUMBIA,1026562,45627,71766.0,VOQ,49.34,-124.39,492014000,-1242338000,58.2,2006,2019,2006.0,2019.0,2006.0,2019.0,2006.0,2006.0
QUALICUM BEACH,BRITISH COLUMBIA,1026563,206,,,49.33,-124.43,492000000,-1242600000,9.1,1913,1937,,,1913.0,1937.0,1913.0,1937.0
QUALICUM BEACH YAMBURY,BRITISH COLUMBIA,1026564,207,,,49.35,-124.38,492100000,-1242300000,3.0,1965,1965,,,1965.0,1965.0,1965.0,1965.0
QUALICUM R FISH RESEARCH,BRITISH COLUMBIA,1026565,208,,,49.39,-124.62,492337620,-1243702054,7.6,1962,2018,,,1962.0,2018.0,1962.0,2007.0
QUINSAM RIVER HATCHERY,BRITISH COLUMBIA,1026639,209,,,50.02,-125.3,500058000,-1251814000,45.7,1975,2019,,,1975.0,2019.0,1975.0,2007.0
SANDWICK,BRITISH COLUMBIA,1027060,210,,,49.75,-125.05,494500000,-1250300000,45.7,1914,1943,,,1914.0,1943.0,1914.0,1943.0
SAVARY ISLAND,BRITISH COLUMBIA,1027110,211,,,49.93,-124.85,495600000,-1245100000,38.0,1919,1989,,,1919.0,1989.0,1919.0,1989.0
SAYWARD,BRITISH COLUMBIA,1027112,212,,,50.37,-126.0,502200000,-1260000000,,1920,1930,,,1920.0,1930.0,1920.0,1930.0
SAYWARD 2,BRITISH COLUMBIA,1027114,213,,,50.32,-125.93,501929000,-1255549000,16.0,1973,2006,,,1973.0,2006.0,1973.0,2006.0
SAYWARD BIG TREE CREEK,BRITISH COLUMBIA,1027115,214,,,50.23,-125.77,501400000,-1254600000,57.0,1987,1990,,,1987.0,1990.0,1987.0,1990.0
SISTERS ISLAND,BRITISH COLUMBIA,1027403,6813,71781.0,WGT,49.49,-124.43,492911800,-1242605800,20.0,1992,2019,1995.0,2019.0,1992.0,2019.0,1992.0,2004.0
STRATHCONA DAM,BRITISH COLUMBIA,1027775,216,,,50.0,-125.58,500000000,-1253500000,201.2,1967,1977,,,1967.0,1977.0,1967.0,1977.0
STRATHCONA PARK LODGE,BRITISH COLUMBIA,10277GN,215,,,49.88,-125.65,495300000,-1253900000,228.6,1975,1980,,,1975.0,1980.0,1975.0,1980.0
SURGE NARROWS READ IS,BRITISH COLUMBIA,1027870,217,,,50.22,-125.1,501300000,-1250600000,76.2,1962,1983,,,1962.0,1983.0,1962.0,1983.0
SURGE NARROWS RENDEZVOUS,BRITISH COLUMBIA,1027871,218,,,50.28,-125.07,501700000,-1250400000,9.1,1972,1973,,,1972.0,1973.0,1972.0,1973.0
VANANDA,BRITISH COLUMBIA,1028340,220,,,49.75,-124.58,494500000,-1243500000,12.2,1916,1952,,,1916.0,1952.0,1916.0,1952.0
UPPER CAMPBELL LAKE,BRITISH COLUMBIA,1028L3M,219,,,49.9,-125.63,495400000,-1253800000,548.6,1980,1998,,,1980.0,1998.0,1980.0,1998.0
ENTRANCE ISLAND,BRITISH COLUMBIA,102BFHH,132,,,49.21,-123.81,491232080,-1234832010,7.0,1987,2019,,,1987.0,2019.0,1987.0,2007.0
NANAIMO NORTH,BRITISH COLUMBIA,102E3G0,134,,,49.22,-123.98,491300000,-1235900000,98.0,1989,1989,,,1989.0,1989.0,1989.0,1989.0
NANAIMO RIVER CAMP,BRITISH COLUMBIA,102ECG0,133,,,49.08,-124.08,490500000,-1240500000,204.2,1962,1968,,,1962.0,1968.0,1962.0,1968.0
COURTENAY MEADOWBROOK,BRITISH COLUMBIA,102JR88,135,,,49.72,-124.98,494301050,-1245837001,35.0,1987,2010,,,1987.0,2010.0,1987.0,2007.0
STUART CHANNEL BOAT HARBOUR,BRITISH COLUMBIA,102PG75,136,,,49.09,-123.8,490527000,-1234758000,14.0,1987,2006,,,1987.0,2006.0,1987.0,2006.0
ALBERNI BEAVER CREEK,BRITISH COLUMBIA,1030180,221,,,49.37,-124.93,492200000,-1245600000,91.4,1894,1959,,,1894.0,1959.0,1894.0,1959.0
ALBERNI CITY RESERVOIR,BRITISH COLUMBIA,1030185,222,,,49.27,-124.78,491600000,-1244700000,64.6,1962,1963,,,1962.0,1963.0,1962.0,1963.0
ALBERNI LUPSI CUPSI,BRITISH COLUMBIA,1030210,223,,,49.25,-124.82,491500000,-1244900000,9.1,1948,1974,,,1948.0,1974.0,1948.0,1974.0
ALBERNI MCCOY LAKE,BRITISH COLUMBIA,1030220,224,,,49.28,-124.88,491700000,-1245300000,42.7,1958,1973,,,1958.0,1973.0,1958.0,1973.0
ALBERNI ROBERTSON CREEK,BRITISH COLUMBIA,1030230,225,,,49.34,-124.98,492014010,-1245855090,73.75,1961,2019,,,1961.0,2019.0,1961.0,2007.0
AMPHITRITE POINT,BRITISH COLUMBIA,1030425,226,,,48.92,-125.53,485500000,-1253200000,10.7,1958,1980,,,1958.0,1980.0,1958.0,1980.0
AMPHITRITE POINT,BRITISH COLUMBIA,1030426,227,,WAN,48.92,-125.54,485516007,-1253228003,26.5,1980,2010,1980.0,2001.0,1980.0,2010.0,1980.0,1999.0
ASH RIVER,BRITISH COLUMBIA,1030550,228,,,49.47,-125.08,492800000,-1250500000,304.8,1957,1959,,,1957.0,1959.0,1958.0,1959.0
ASH RIVER GENERATING STN,BRITISH COLUMBIA,1030552,229,,,49.37,-125.15,492200000,-1250900000,91.4,1959,1969,,,1959.0,1969.0,1959.0,1969.0
BAMFIELD,BRITISH COLUMBIA,1030600,230,,,48.83,-125.1,485000000,-1250600000,21.3,1903,1956,,,1903.0,1956.0,1903.0,1956.0
BAMFIELD EAST,BRITISH COLUMBIA,1030605,231,,,48.83,-125.12,485000000,-1250700000,4.0,1959,2001,,,1959.0,2001.0,1959.0,2001.0
BAMFIELD WEST,BRITISH COLUMBIA,1030610,232,,,48.83,-125.15,485000000,-1250900000,3.0,1955,1959,,,1955.0,1959.0,1955.0,1959.0
BENSON LAKE,BRITISH COLUMBIA,1030850,233,,,50.37,-127.23,502200000,-1271400000,144.8,1959,1972,,,1959.0,1972.0,1959.0,1972.0
BULL HARBOUR,BRITISH COLUMBIA,1031110,234,,,50.92,-127.95,505500000,-1275700000,13.7,1921,1988,1953.0,1988.0,1921.0,1988.0,1921.0,1988.0
CAPE BEALE LIGHT,BRITISH COLUMBIA,1031316,235,,,48.79,-125.22,484710000,-1251258000,25.9,1984,2019,,,1984.0,2019.0,1984.0,2007.0
CAPE SCOTT,BRITISH COLUMBIA,1031352,236,,,50.8,-128.45,504800000,-1282700000,6.1,1897,1909,,,1897.0,1909.0,1897.0,1908.0
CAPE SCOTT,BRITISH COLUMBIA,1031353,237,,WES,50.78,-128.43,504656040,-1282538020,71.6,1965,2016,1966.0,2001.0,1965.0,2016.0,1965.0,2007.0
CARMANAH,BRITISH COLUMBIA,1031400,238,,,48.63,-124.78,483800000,-1244700000,39.6,1891,1902,,,1891.0,1902.0,1891.0,1902.0
CARMANAH POINT,BRITISH COLUMBIA,1031402,239,,,48.61,-124.75,483642000,-1244505000,38.1,1968,2016,,,1968.0,2016.0,1968.0,2007.0
CARNATION CREEK CDF,BRITISH COLUMBIA,1031413,240,,,48.9,-125.0,485400000,-1250000000,61.0,1971,1990,,,1971.0,1990.0,1971.0,1990.0
CLAYOQUOT,BRITISH COLUMBIA,1031650,241,,,49.15,-125.9,490900000,-1255400000,22.9,1896,1959,,,1896.0,1959.0,1896.0,1958.0
CONUMA RIVER HATCHERY,BRITISH COLUMBIA,1031844,242,,,49.8,-126.42,494801020,-1262505070,12.0,1989,2018,,,1989.0,2018.0,1989.0,2007.0
ELK LAKE JEUNE LANDING,BRITISH COLUMBIA,1032660,243,,,50.37,-127.3,502200000,-1271800000,109.7,1924,1938,,,1924.0,1938.0,1924.0,1938.0
ESTEVAN POINT,BRITISH COLUMBIA,1032730,244,,,49.38,-126.54,492259914,-1263235193,5.8,1908,2019,1953.0,1979.0,1908.0,2019.0,1908.0,2007.0
ESTEVAN POINT CS,BRITISH COLUMBIA,1032731,8040,71894.0,WEB,49.38,-126.54,492259914,-1263235193,5.8,1993,2019,1994.0,2019.0,1993.0,2019.0,1997.0,2007.0
GOLD RIVER,BRITISH COLUMBIA,1033230,245,,,49.67,-126.17,494000000,-1261000000,3.0,1958,1965,,,1958.0,1965.0,1958.0,1965.0
GOLD RIVER TOWNSITE,BRITISH COLUMBIA,1033232,246,,,49.78,-126.06,494644002,-1260318000,119.0,1966,2016,,,1966.0,2016.0,1966.0,2007.0
GREAT CENTRAL LAKE,BRITISH COLUMBIA,1033292,8041,,,49.35,-125.15,492100000,-1250900000,502.9,1957,1957,,,1957.0,1957.0,,
HENDERSON LAKE,BRITISH COLUMBIA,1033455,247,,,49.13,-125.13,490800000,-1250800000,3.7,1922,1936,,,1922.0,1936.0,1922.0,1936.0
HENDERSON LAKE HATCHERY,BRITISH COLUMBIA,1033456,27330,,,49.13,-125.14,490800000,-1250831000,2.0,1996,2007,,,1996.0,2007.0,1996.0,2003.0
HERBERT INLET,BRITISH COLUMBIA,1033460,248,,,49.4,-125.9,492400000,-1255400000,4.6,1959,1960,,,1959.0,1960.0,1959.0,1960.0
HOLBERG,BRITISH COLUMBIA,1033479,249,,,50.65,-128.0,503900000,-1280000000,2.4,1909,1939,,,1909.0,1939.0,1909.0,1939.0
HOLBERG,BRITISH COLUMBIA,1033480,250,,,50.65,-128.0,503900000,-1280000000,579.0,1956,1993,1956.0,1969.0,1958.0,1993.0,1958.0,1992.0
HOLBERG CCR,BRITISH COLUMBIA,1033481,10998,71562.0,WXH,50.63,-128.12,503800000,-1280700000,568.0,1994,2010,1994.0,2001.0,2010.0,2010.0,,
HOLBERG FIRE DEPT,BRITISH COLUMBIA,1033483,251,,,50.65,-127.98,503900000,-1275900000,45.7,1967,1991,,,1967.0,1991.0,1967.0,1991.0
HOLBERG PUMP HOUSE,BRITISH COLUMBIA,1033485,252,,,50.65,-128.0,503900000,-1280000000,41.8,1958,1967,,,1958.0,1967.0,1958.0,1967.0
KENNEDY LAKE,BRITISH COLUMBIA,1034070,253,,,49.13,-125.63,490800000,-1253800000,10.7,1924,1936,,,1924.0,1936.0,1924.0,1936.0
KILDONAN,BRITISH COLUMBIA,1034170,254,,,49.0,-125.0,490000000,-1250000000,3.0,1937,1976,,,1937.0,1976.0,1937.0,1976.0
KILDONAN FATTY BASIN,BRITISH COLUMBIA,1034175,255,,,48.98,-125.02,485900000,-1250100000,4.6,1967,1971,,,1967.0,1971.0,1967.0,1971.0
KYUQUOT,BRITISH COLUMBIA,1034440,256,,,50.03,-127.37,500200000,-1272200000,3.0,1933,1959,,,1933.0,1959.0,1933.0,1959.0
LENNARD ISLAND,BRITISH COLUMBIA,1034600,257,,,49.11,-125.92,490638000,-1255524000,10.6,1980,2019,,,1980.0,2019.0,1980.0,2007.0
LOWRY LAKE,BRITISH COLUMBIA,1034725,258,,,49.43,-125.13,492600000,-1250800000,304.8,1957,1958,,,1957.0,1958.0,1958.0,1958.0
LAWN POINT (AUT),BRITISH COLUMBIA,1034NR0,8043,,,50.33,-127.97,502000000,-1275800000,3.6,1980,1986,1980.0,1986.0,,,,
NITINAT LAKE,BRITISH COLUMBIA,1035610,259,,,48.75,-124.75,484500000,-1244500000,7.6,1924,1952,,,1924.0,1952.0,1924.0,1952.0
NITINAT RIVER HATCHERY,BRITISH COLUMBIA,1035612,260,,,48.86,-124.66,485134000,-1243919000,14.9,1981,2019,,,1981.0,2019.0,1981.0,2007.0
NOOTKA LIGHTSTATION,BRITISH COLUMBIA,1035614,261,,WCV,49.6,-126.62,493600000,-1263700000,15.8,1978,2019,1994.0,2001.0,1978.0,2019.0,1978.0,2007.0
PACHENA POINT,BRITISH COLUMBIA,1035940,262,,,48.72,-125.1,484322000,-1250550000,37.0,1924,2019,1953.0,1958.0,1924.0,2019.0,1924.0,2007.0
PORT ALBERNI,BRITISH COLUMBIA,1036205,263,,,49.23,-124.8,491400000,-1244800000,59.4,1917,1960,,,1917.0,1960.0,1917.0,1960.0
PORT ALBERNI A,BRITISH COLUMBIA,1036206,264,,,49.25,-124.83,491500000,-1245000000,2.4,1969,1996,1969.0,1995.0,1969.0,1996.0,1969.0,1996.0
PORT ALBERNI CHINA CREEK,BRITISH COLUMBIA,1036207,265,,,49.23,-124.78,491400000,-1244700000,70.1,1960,1981,,,1960.0,1981.0,1960.0,1981.0
PORT ALBERNI COX LAKE,BRITISH COLUMBIA,1036208,266,,,49.2,-124.75,491206002,-1244506005,100.0,1987,2019,,,1987.0,2019.0,1987.0,2007.0
PORT ALBERNI REDFORD,BRITISH COLUMBIA,1036210,267,,,49.25,-124.8,491500000,-1244800000,21.3,1959,1971,,,1959.0,1971.0,1959.0,1971.0
PORT ALBERNI SHUHUM CREEK,BRITISH COLUMBIA,1036218,268,,,49.3,-124.93,491800000,-1245600000,70.0,1987,2000,,,1987.0,2000.0,1987.0,2000.0
PORT ALICE,BRITISH COLUMBIA,1036240,269,,,50.39,-127.46,502309010,-1272719030,21.0,1924,2015,,,1924.0,2015.0,1924.0,2007.0
PORT ALICE TOWNSITE,BRITISH COLUMBIA,1036243,270,,,50.43,-127.48,502600000,-1272900000,102.0,1987,1991,,,1987.0,1991.0,1987.0,1991.0
QUATSINO,BRITISH COLUMBIA,1036570,271,,,50.53,-127.65,503201010,-1273912009,3.42,1895,2018,,,1895.0,2018.0,1895.0,2007.0
QUATSINO LIGHTSTATION,BRITISH COLUMBIA,1036572,272,,WIF,50.44,-128.03,502628000,-1280157000,21.0,1978,2019,1994.0,2001.0,1978.0,2019.0,1978.0,2007.0
RUMBLE BEACH,BRITISH COLUMBIA,1036907,273,,,50.43,-127.48,502600000,-1272900000,106.7,1975,1978,,,1975.0,1978.0,1976.0,1978.0
PORT ALBERNI (AUT),BRITISH COLUMBIA,1036B06,8045,71475.0,WQC,49.32,-124.93,491859700,-1245536600,76.2,1992,2019,1994.0,2019.0,1992.0,2019.0,2002.0,2007.0
SARTINE ISLAND (AUT),BRITISH COLUMBIA,1037090,8261,71478.0,WFG,50.82,-128.91,504916000,-1285429000,103.45,1994,2019,1994.0,2019.0,1994.0,2019.0,2005.0,2007.0
SOLANDER ISLAND (AUT),BRITISH COLUMBIA,1037553,8260,71479.0,WRU,50.11,-127.94,500641436,-1275623999,94.2,1994,2019,1994.0,2019.0,1994.0,2019.0,2007.0,2007.0
SPRING ISLAND,BRITISH COLUMBIA,1037650,274,,,50.0,-127.42,500000000,-1272500000,11.3,1949,1979,1953.0,1979.0,1949.0,1979.0,1949.0,1979.0
TAHSIS,BRITISH COLUMBIA,1037890,275,,,49.92,-126.65,495500000,-1263900000,4.6,1952,1988,,,1952.0,1988.0,1952.0,1988.0
